"","Region","Year","Type.of.Animal","value"
"4167","South-East (IRL)","1994","Ordinary fowl",1626
"4168","South-West (IRL)","1994","Ordinary fowl",2864.6
"4169","West","1994","Ordinary fowl",682.9
"4170","North West","1994","Ordinary fowl",6235.1
"4171","State","1995","Ordinary fowl",11535
"4172","Midlands and East","1995","Ordinary fowl",908.1
"4173","South-East (IRL)","1995","Ordinary fowl",1447.2
"4174","South-West (IRL)","1995","Ordinary fowl",2619.7
"4175","West","1995","Ordinary fowl",550.8
"4176","North West","1995","Ordinary fowl",6009.1
"4177","State","1996","Ordinary fowl",12013.4
"4178","Midlands and East","1996","Ordinary fowl",937.1
"4179","South-East (IRL)","1996","Ordinary fowl",1595.5
"4180","South-West (IRL)","1996","Ordinary fowl",2814.2
"4181","West","1996","Ordinary fowl",613.6
"4182","North West","1996","Ordinary fowl",6053
"4183","State","1997","Ordinary fowl",12255.5
"4184","Midlands and East","1997","Ordinary fowl",808
"4185","South-East (IRL)","1997","Ordinary fowl",1496.6
"4186","South-West (IRL)","1997","Ordinary fowl",3173.7
"4187","West","1997","Ordinary fowl",485.1
"4188","North West","1997","Ordinary fowl",6292.1
"4189","State","1998","Ordinary fowl",11586.6
"4190","Midlands and East","1998","Ordinary fowl",926
"4191","South-East (IRL)","1998","Ordinary fowl",1440.9
"4192","South-West (IRL)","1998","Ordinary fowl",2823.9
"4193","West","1998","Ordinary fowl",578.4
"4194","North West","1998","Ordinary fowl",5817.5
"4195","State","1999","Ordinary fowl",11419.7
"4196","Midlands and East","1999","Ordinary fowl",941
"4197","South-East (IRL)","1999","Ordinary fowl",1270.9
"4198","South-West (IRL)","1999","Ordinary fowl",2721.1
"4199","West","1999","Ordinary fowl",576.6
"4200","North West","1999","Ordinary fowl",5910.2
"4201","State","1980","Other fowl",873.4
"4202","Midlands and East","1980","Other fowl",169.7
"4203","South-East (IRL)","1980","Other fowl",136
"4204","South-West (IRL)","1980","Other fowl",213.8
"4205","West","1980","Other fowl",79.3
"4206","North West","1980","Other fowl",274.6
"4207","State","1981","Other fowl",798.1
"4208","Midlands and East","1981","Other fowl",130.7
"4209","South-East (IRL)","1981","Other fowl",105
"4210","South-West (IRL)","1981","Other fowl",175
"4211","West","1981","Other fowl",63.4
"4212","North West","1981","Other fowl",324
"4213","State","1982","Other fowl",826.9
"4214","Midlands and East","1982","Other fowl",123.5
"4215","South-East (IRL)","1982","Other fowl",109.4
"4216","South-West (IRL)","1982","Other fowl",151.1
"4217","West","1982","Other fowl",58.7
"4218","North West","1982","Other fowl",384.1
"4219","State","1983","Other fowl",774.4
"4220","Midlands and East","1983","Other fowl",90
"4221","South-East (IRL)","1983","Other fowl",103.3
"4222","South-West (IRL)","1983","Other fowl",138.8
"4223","West","1983","Other fowl",49.3
"4224","North West","1983","Other fowl",393.1
"4225","State","1984","Other fowl",651
"4226","Midlands and East","1984","Other fowl",76.6
"4227","South-East (IRL)","1984","Other fowl",100.1
"4228","South-West (IRL)","1984","Other fowl",126
"4229","West","1984","Other fowl",48.8
"4230","North West","1984","Other fowl",299.6
"4231","State","1985","Other fowl",663.9
"4232","Midlands and East","1985","Other fowl",64.9
"4233","South-East (IRL)","1985","Other fowl",98.1
"4234","South-West (IRL)","1985","Other fowl",115.5
"4235","West","1985","Other fowl",41.2
"4236","North West","1985","Other fowl",344.1
"4237","State","1986","Other fowl",704.6
"4238","Midlands and East","1986","Other fowl",52.4
"4239","South-East (IRL)","1986","Other fowl",90.6
"4240","South-West (IRL)","1986","Other fowl",96.2
"4241","West","1986","Other fowl",38.2
"4242","North West","1986","Other fowl",427.2
"4243","State","1987","Other fowl",792.2
"4244","Midlands and East","1987","Other fowl",37.2
"4245","South-East (IRL)","1987","Other fowl",84.1
"4246","South-West (IRL)","1987","Other fowl",89
"4247","West","1987","Other fowl",32.3
"4248","North West","1987","Other fowl",549.6
"4249","State","1988","Other fowl",867.5
"4250","Midlands and East","1988","Other fowl",36.9
"4251","South-East (IRL)","1988","Other fowl",74.4
"4252","South-West (IRL)","1988","Other fowl",85
"4253","West","1988","Other fowl",28.5
"4254","North West","1988","Other fowl",642.7
"4255","State","1989","Other fowl",915
"4256","Midlands and East","1989","Other fowl",30.8
"4257","South-East (IRL)","1989","Other fowl",65.1
"4258","South-West (IRL)","1989","Other fowl",70.9
"4259","West","1989","Other fowl",24.2
"4260","North West","1989","Other fowl",724
"4261","State","1990","Other fowl",1056.2
"4262","Midlands and East","1990","Other fowl",35.9
"4263","South-East (IRL)","1990","Other fowl",75.1
"4264","South-West (IRL)","1990","Other fowl",85.3
"4265","West","1990","Other fowl",23.1
"4266","North West","1990","Other fowl",836.7
"4267","State","1991","Other fowl",1199.2
"4268","Midlands and East","1991","Other fowl",35.7
"4269","South-East (IRL)","1991","Other fowl",83.3
"4270","South-West (IRL)","1991","Other fowl",81.8
"4271","West","1991","Other fowl",22.6
"4272","North West","1991","Other fowl",975.8
"4273","State","1992","Other fowl",1209.2
"4274","Midlands and East","1992","Other fowl",34.9
"4275","South-East (IRL)","1992","Other fowl",80.8
"4276","South-West (IRL)","1992","Other fowl",82.1
"4277","West","1992","Other fowl",25.3
"4278","North West","1992","Other fowl",986.1
"4279","State","1993","Other fowl",1269.2
"4280","Midlands and East","1993","Other fowl",150.4
"4281","South-East (IRL)","1993","Other fowl",99.8
"4282","South-West (IRL)","1993","Other fowl",106.2
"4283","West","1993","Other fowl",16
"4284","North West","1993","Other fowl",896.7
"4285","State","1994","Other fowl",1315.1
"4286","Midlands and East","1994","Other fowl",154.7
"4287","South-East (IRL)","1994","Other fowl",17.3
"4288","South-West (IRL)","1994","Other fowl",13.7
"4289","West","1994","Other fowl",12.8
"4290","North West","1994","Other fowl",1116.6
"4291","State","1995","Other fowl",1362.7
"4292","Midlands and East","1995","Other fowl",257.8
"4293","South-East (IRL)","1995","Other fowl",59.1
"4294","South-West (IRL)","1995","Other fowl",61.7
"4295","West","1995","Other fowl",17.2
"4296","North West","1995","Other fowl",967.1
"4297","State","1996","Other fowl",1157.1
"4298","Midlands and East","1996","Other fowl",154.5
"4299","South-East (IRL)","1996","Other fowl",26.4
"4300","South-West (IRL)","1996","Other fowl",49.4
"4301","West","1996","Other fowl",12.7
"4302","North West","1996","Other fowl",914.1
"4303","State","1997","Other fowl",1177.1
"4304","Midlands and East","1997","Other fowl",152.6
"4305","South-East (IRL)","1997","Other fowl",29.7
"4306","South-West (IRL)","1997","Other fowl",21.1
"4307","West","1997","Other fowl",8
"4308","North West","1997","Other fowl",965.7
"4309","State","1998","Other fowl",1560.2
"4310","Midlands and East","1998","Other fowl",218.8
"4311","South-East (IRL)","1998","Other fowl",17.7
"4312","South-West (IRL)","1998","Other fowl",115.4
"4313","West","1998","Other fowl",5.1
"4314","North West","1998","Other fowl",1203.1
"4315","State","1999","Other fowl",1277.7
"4316","Midlands and East","1999","Other fowl",152.1
"4317","South-East (IRL)","1999","Other fowl",8.1
"4318","South-West (IRL)","1999","Other fowl",91
"4319","West","1999","Other fowl",5.4
"4320","North West","1999","Other fowl",1021.2
"4321","State","1980","Total horses and ponies",68.5
"4322","Midlands and East","1980","Total horses and ponies",17.8
"4323","South-East (IRL)","1980","Total horses and ponies",19.6
"4324","South-West (IRL)","1980","Total horses and ponies",14.4
"4325","West","1980","Total horses and ponies",11.9
"4326","North West","1980","Total horses and ponies",4.8
"4327","State","1981","Total horses and ponies",64.8
"4328","Midlands and East","1981","Total horses and ponies",17.1
"4329","South-East (IRL)","1981","Total horses and ponies",18.4
"4330","South-West (IRL)","1981","Total horses and ponies",13.7
"4331","West","1981","Total horses and ponies",11.2
"4332","North West","1981","Total horses and ponies",4.4
"4333","State","1982","Total horses and ponies",62
"4334","Midlands and East","1982","Total horses and ponies",16.3
"4335","South-East (IRL)","1982","Total horses and ponies",18.1
"4336","South-West (IRL)","1982","Total horses and ponies",13.4
"4337","West","1982","Total horses and ponies",10.3
"4338","North West","1982","Total horses and ponies",3.9
"4339","State","1983","Total horses and ponies",61.4
"4340","Midlands and East","1983","Total horses and ponies",16.2
"4341","South-East (IRL)","1983","Total horses and ponies",18.2
"4342","South-West (IRL)","1983","Total horses and ponies",13.1
"4343","West","1983","Total horses and ponies",9.9
"4344","North West","1983","Total horses and ponies",4
"4345","State","1984","Total horses and ponies",59.5
"4346","Midlands and East","1984","Total horses and ponies",15.5
"4347","South-East (IRL)","1984","Total horses and ponies",17.6
"4348","South-West (IRL)","1984","Total horses and ponies",12.6
"4349","West","1984","Total horses and ponies",9.7
"4350","North West","1984","Total horses and ponies",4.1
"4351","State","1985","Total horses and ponies",59.7
"4352","Midlands and East","1985","Total horses and ponies",16
"4353","South-East (IRL)","1985","Total horses and ponies",17.2
"4354","South-West (IRL)","1985","Total horses and ponies",12.8
"4355","West","1985","Total horses and ponies",9.5
"4356","North West","1985","Total horses and ponies",4.1
"4357","State","1986","Total horses and ponies",58.9
"4358","Midlands and East","1986","Total horses and ponies",15.7
"4359","South-East (IRL)","1986","Total horses and ponies",17.4
"4360","South-West (IRL)","1986","Total horses and ponies",12.8
"4361","West","1986","Total horses and ponies",8.8
"4362","North West","1986","Total horses and ponies",4.2
"4363","State","1987","Total horses and ponies",59.3
"4364","Midlands and East","1987","Total horses and ponies",15.6
"4365","South-East (IRL)","1987","Total horses and ponies",17.8
"4366","South-West (IRL)","1987","Total horses and ponies",13
"4367","West","1987","Total horses and ponies",8.9
"4368","North West","1987","Total horses and ponies",4.1
"4369","State","1988","Total horses and ponies",58.7
"4370","Midlands and East","1988","Total horses and ponies",15.4
"4371","South-East (IRL)","1988","Total horses and ponies",17.7
"4372","South-West (IRL)","1988","Total horses and ponies",12.9
"4373","West","1988","Total horses and ponies",8.4
"4374","North West","1988","Total horses and ponies",4.2
"4375","State","1989","Total horses and ponies",58.8
"4376","Midlands and East","1989","Total horses and ponies",15.9
"4377","South-East (IRL)","1989","Total horses and ponies",17.9
"4378","South-West (IRL)","1989","Total horses and ponies",12.8
"4379","West","1989","Total horses and ponies",8
"4380","North West","1989","Total horses and ponies",4.2
"4381","State","1990","Total horses and ponies",61.6
"4382","Midlands and East","1990","Total horses and ponies",16.6
"4383","South-East (IRL)","1990","Total horses and ponies",19.3
"4384","South-West (IRL)","1990","Total horses and ponies",13
"4385","West","1990","Total horses and ponies",7.7
"4386","North West","1990","Total horses and ponies",4.9
"4387","State","1991","Total horses and ponies",63.1
"4388","Midlands and East","1991","Total horses and ponies",16.8
"4389","South-East (IRL)","1991","Total horses and ponies",20.1
"4390","South-West (IRL)","1991","Total horses and ponies",12.9
"4391","West","1991","Total horses and ponies",8.9
"4392","North West","1991","Total horses and ponies",4.5
"4393","State","1992","Total horses and ponies",65.1
"4394","Midlands and East","1992","Total horses and ponies",17.8
"4395","South-East (IRL)","1992","Total horses and ponies",20
"4396","South-West (IRL)","1992","Total horses and ponies",12.6
"4397","West","1992","Total horses and ponies",9.6
"4398","North West","1992","Total horses and ponies",5.1
"4399","State","1993","Total horses and ponies",66.2
"4400","Midlands and East","1993","Total horses and ponies",17.1
"4401","South-East (IRL)","1993","Total horses and ponies",20.3
"4402","South-West (IRL)","1993","Total horses and ponies",12.8
"4403","West","1993","Total horses and ponies",10.3
"4404","North West","1993","Total horses and ponies",5.8
"4405","State","1994","Total horses and ponies",67
"4406","Midlands and East","1994","Total horses and ponies",16.4
"4407","South-East (IRL)","1994","Total horses and ponies",21.3
"4408","South-West (IRL)","1994","Total horses and ponies",12.9
"4409","West","1994","Total horses and ponies",10.7
"4410","North West","1994","Total horses and ponies",5.6
"4411","State","1995","Total horses and ponies",68
"4412","Midlands and East","1995","Total horses and ponies",16.2
"4413","South-East (IRL)","1995","Total horses and ponies",21.3
"4414","South-West (IRL)","1995","Total horses and ponies",13.2
"4415","West","1995","Total horses and ponies",10.9
"4416","North West","1995","Total horses and ponies",6.5
"4417","State","1996","Total horses and ponies",69.9
"4418","Midlands and East","1996","Total horses and ponies",16.3
"4419","South-East (IRL)","1996","Total horses and ponies",22.3
"4420","South-West (IRL)","1996","Total horses and ponies",13.2
"4421","West","1996","Total horses and ponies",11.4
"4422","North West","1996","Total horses and ponies",6.6
"4423","State","1997","Total horses and ponies",71.9
"4424","Midlands and East","1997","Total horses and ponies",17.1
"4425","South-East (IRL)","1997","Total horses and ponies",21.4
"4426","South-West (IRL)","1997","Total horses and ponies",13.8
"4427","West","1997","Total horses and ponies",12.3
"4428","North West","1997","Total horses and ponies",7.3
"4429","State","1998","Total horses and ponies",72.8
"4430","Midlands and East","1998","Total horses and ponies",16.8
"4431","South-East (IRL)","1998","Total horses and ponies",22
"4432","South-West (IRL)","1998","Total horses and ponies",14.1
"4433","West","1998","Total horses and ponies",12.4
"4434","North West","1998","Total horses and ponies",7.5
"4435","State","1999","Total horses and ponies",75.5
"4436","Midlands and East","1999","Total horses and ponies",17.2
"4437","South-East (IRL)","1999","Total horses and ponies",23.2
"4438","South-West (IRL)","1999","Total horses and ponies",14.4
"4439","West","1999","Total horses and ponies",13.1
"4440","North West","1999","Total horses and ponies",7.6
"4441","State","1980","Total mules, jennets and asses",22.1
"4442","Midlands and East","1980","Total mules, jennets and asses",2.1
"4443","South-East (IRL)","1980","Total mules, jennets and asses",2.3
"4444","South-West (IRL)","1980","Total mules, jennets and asses",3.9
"4445","West","1980","Total mules, jennets and asses",10.3
"4446","North West","1980","Total mules, jennets and asses",3.5
"4447","State","1981","Total mules, jennets and asses",NA
"4448","Midlands and East","1981","Total mules, jennets and asses",NA
"4449","South-East (IRL)","1981","Total mules, jennets and asses",NA
"4450","South-West (IRL)","1981","Total mules, jennets and asses",NA
"4451","West","1981","Total mules, jennets and asses",NA
"4452","North West","1981","Total mules, jennets and asses",NA
"4453","State","1982","Total mules, jennets and asses",NA
"4454","Midlands and East","1982","Total mules, jennets and asses",NA
"4455","South-East (IRL)","1982","Total mules, jennets and asses",NA
"4456","South-West (IRL)","1982","Total mules, jennets and asses",NA
"4457","West","1982","Total mules, jennets and asses",NA
"4458","North West","1982","Total mules, jennets and asses",NA
